Geneid,sorted.step1.CH8_hisat2_B20_C.bam,sorted.step1.CH36_hisat2_B20_C.bam,sorted.step1.CH64_hisat2_B20_C.bam,sorted.step1.CH5_hisat2_B20_EAB.bam,sorted.step1.CH33_hisat2_B20_EAB.bam,sorted.step1.CH125_hisat2_B20_EAB.bam
FRAEX38873_v2_000058910,616,299,696,618,529,552
FRAEX38873_v2_000058920,2578,1715,2084,3103,3348,3987
FRAEX38873_v2_000058930,279,185,305,338,730,436
FRAEX38873_v2_000058940,0,0,0,0,0,0
FRAEX38873_v2_000058950,96,158,163,291,393,414
FRAEX38873_v2_000058960,1400,871,1294,1513,1545,1690
FRAEX38873_v2_000059010,446,341,603,1998,2976,4543
FRAEX38873_v2_000059020,0,0,0,0,0,0
FRAEX38873_v2_000059040,1627,1388,1871,861,844,719
FRAEX38873_v2_000059050,311,356,484,416,345,385
FRAEX38873_v2_000059060,104,220,156,151,267,157
FRAEX38873_v2_000059070,1319,1270,1365,1260,1132,1341
FRAEX38873_v2_000059080,0,5,0,0,0,0
FRAEX38873_v2_000059090,3,53,139,51,3,53
FRAEX38873_v2_000059100,387,259,468,458,418,437
FRAEX38873_v2_000059110,284,666,602,504,463,661
FRAEX38873_v2_000059120,258,950,713,851,820,841
FRAEX38873_v2_000059130,0,0,2,0,0,0
FRAEX38873_v2_000059140,951,768,1544,3129,3123,5941
FRAEX38873_v2_000059150,413,215,200,572,967,1361
FRAEX38873_v2_000059160,1045,1264,1707,2092,1774,2959
FRAEX38873_v2_000059170,265,61,178,262,325,240
FRAEX38873_v2_000059180,273,343,593,253,116,162
FRAEX38873_v2_000059190,521,561,943,659,792,1094
FRAEX38873_v2_000059200,9,205,73,34,38,16
FRAEX38873_v2_000059210,23,39,45,24,0,7
FRAEX38873_v2_000059220,88,354,368,1266,529,243
FRAEX38873_v2_000059230,152,142,142,338,345,231
FRAEX38873_v2_000059240,109,222,556,383,219,417
FRAEX38873_v2_000059250,94,131,33,27,26,49
FRAEX38873_v2_000059260,1189,1092,1330,1189,1066,1483
FRAEX38873_v2_000059270,221,218,178,192,46,106
FRAEX38873_v2_000059280,150,102,116,195,311,315
FRAEX38873_v2_000059290,1559,1311,2027,2222,1599,2260
FRAEX38873_v2_000059300,15,29,6,20,84,75
FRAEX38873_v2_000059310,1281,1426,1069,2469,1814,3355
FRAEX38873_v2_000059320,1590,1450,1753,2436,2785,3150
FRAEX38873_v2_000059330,449,394,670,773,666,516
FRAEX38873_v2_000059340,10,0,2,9,2,0
FRAEX38873_v2_000059350,29,73,53,27,19,16
FRAEX38873_v2_000059360,911,901,900,1069,1928,1527
FRAEX38873_v2_000059370,1845,1791,2068,1766,1886,1554
FRAEX38873_v2_000059380,1148,768,1151,910,1052,1745
FRAEX38873_v2_000059390,97,38,7,0,3,0
FRAEX38873_v2_000059400,0,0,0,0,0,0
FRAEX38873_v2_000059410,0,0,0,0,0,0
FRAEX38873_v2_000059420,5,0,4,5,2,4
FRAEX38873_v2_000059430,0,0,0,0,0,0
FRAEX38873_v2_000059440,162,209,247,143,186,263
FRAEX38873_v2_000059450,1,7,0,0,0,0
FRAEX38873_v2_000059460,772,862,992,956,1011,1060
FRAEX38873_v2_000059470,751,501,324,254,390,169
FRAEX38873_v2_000059480,2945,4209,2474,3015,4382,1972
FRAEX38873_v2_000059490,118,77,215,149,117,33
FRAEX38873_v2_000059500,5428,3222,2862,3555,3271,3343
FRAEX38873_v2_000059510,1006,512,847,1114,666,924
FRAEX38873_v2_000059650,1197,1176,1968,1495,1340,1335
FRAEX38873_v2_000059660,997,1101,1143,733,850,917
FRAEX38873_v2_000059670,129,145,79,212,243,87
FRAEX38873_v2_000059680,1080,1428,1507,1591,1531,1294
FRAEX38873_v2_000059690,409,575,520,735,660,718
FRAEX38873_v2_000059700,14,11,131,181,58,64
FRAEX38873_v2_000059710,993,986,1439,1578,2324,1188
FRAEX38873_v2_000059720,132,124,138,203,316,180
FRAEX38873_v2_000059730,2,0,5,0,0,0
FRAEX38873_v2_000059740,5173,8802,8279,7284,9221,7324
FRAEX38873_v2_000059750,103,82,75,118,57,74
FRAEX38873_v2_000059760,1,0,0,0,0,0
FRAEX38873_v2_000059790,6,31,15,36,34,34
FRAEX38873_v2_000059800,298,323,240,562,381,477
FRAEX38873_v2_000059810,633,509,611,708,569,730
FRAEX38873_v2_000059820,12,9,2,32,11,0
FRAEX38873_v2_000059830,50,29,21,17,6,6
FRAEX38873_v2_000059840,46,80,33,33,28,32
FRAEX38873_v2_000059850,60,86,0,0,0,0
FRAEX38873_v2_000059890,2075,1874,2987,1577,19,224
FRAEX38873_v2_000059920,6,1,10,7,13,11
FRAEX38873_v2_000059940,700,459,2014,382,640,1366
FRAEX38873_v2_000059950,0,0,0,0,0,0
FRAEX38873_v2_000059960,323,94,155,184,30,96
FRAEX38873_v2_000059970,956,23,36,122,0,33
FRAEX38873_v2_000059980,0,0,0,0,0,0
FRAEX38873_v2_000059990,502,553,469,1174,1170,1298
FRAEX38873_v2_000060000,770,724,782,894,500,533
FRAEX38873_v2_000060010,1598,1225,1912,1705,1386,1807
FRAEX38873_v2_000060020,282,253,323,413,432,686
FRAEX38873_v2_000060030,111,108,122,102,14,37
FRAEX38873_v2_000060040,229,174,352,273,171,184
FRAEX38873_v2_000060050,1,20,14,71,16,5
FRAEX38873_v2_000060060,110,39,6,22,9,4
FRAEX38873_v2_000060090,0,0,0,0,0,0
FRAEX38873_v2_000060100,13,7,0,1,26,37
FRAEX38873_v2_000060110,7,5,31,28,25,0
FRAEX38873_v2_000060140,133,63,156,126,76,77
FRAEX38873_v2_000060150,0,5,31,6,8,22
FRAEX38873_v2_000060160,3143,3316,4567,2325,2606,4363
FRAEX38873_v2_000060170,121,60,105,121,130,369
FRAEX38873_v2_000060180,911,758,539,595,347,384
FRAEX38873_v2_000060190,5950,5601,6857,5238,6335,3571
FRAEX38873_v2_000060200,760,678,531,782,1208,636
FRAEX38873_v2_000060330,2662,2748,3404,2411,2173,2233
FRAEX38873_v2_000060340,693,718,751,707,352,527
FRAEX38873_v2_000060350,1,10,0,0,1,0
FRAEX38873_v2_000060360,241,122,198,126,91,434
FRAEX38873_v2_000060370,7,25,5,17,0,7
FRAEX38873_v2_000060380,437,466,490,526,984,530
FRAEX38873_v2_000060390,212,197,442,597,515,917
FRAEX38873_v2_000060410,7974,5702,6404,6786,4642,4557
FRAEX38873_v2_000060420,3371,4784,4919,4199,3626,2996
FRAEX38873_v2_000060430,1302,881,1333,2542,1369,1447
FRAEX38873_v2_000060440,2,0,3,8,0,0
FRAEX38873_v2_000060450,390,407,423,350,487,305
FRAEX38873_v2_000060470,7,5,16,2,6,0
FRAEX38873_v2_000060480,197,270,118,206,284,297
FRAEX38873_v2_000060490,1265,1271,1495,1786,1609,1231
FRAEX38873_v2_000060500,131,152,232,211,152,138
FRAEX38873_v2_000060530,1615,745,397,518,924,1453
FRAEX38873_v2_000060540,19,22,0,58,101,79
FRAEX38873_v2_000060550,0,0,0,0,0,0
FRAEX38873_v2_000060560,35,114,92,130,30,65
FRAEX38873_v2_000060570,60,215,117,140,10,125
FRAEX38873_v2_000060580,44,55,198,91,40,161
FRAEX38873_v2_000060590,1932,2580,2213,4320,3069,4010
FRAEX38873_v2_000060600,80,41,103,174,135,270
FRAEX38873_v2_000060620,2,0,0,0,0,0
FRAEX38873_v2_000060630,8,0,0,0,36,21
FRAEX38873_v2_000060650,18,43,70,31,15,34
FRAEX38873_v2_000060660,4,4,2,2,3,6
FRAEX38873_v2_000060670,346,446,484,739,1051,1111
FRAEX38873_v2_000060680,317,198,464,463,233,293
FRAEX38873_v2_000060690,254,278,205,375,580,481
FRAEX38873_v2_000060700,13,3,5,13,11,13
FRAEX38873_v2_000060710,287,154,269,305,323,216
FRAEX38873_v2_000060720,0,0,0,0,0,0
FRAEX38873_v2_000060730,3,0,9,0,0,14
FRAEX38873_v2_000060740,48,33,46,38,28,500
FRAEX38873_v2_000060750,721,658,1378,847,499,607
FRAEX38873_v2_000060760,554,1229,981,1209,2079,799
FRAEX38873_v2_000060770,86,197,342,338,49,263
FRAEX38873_v2_000060780,0,0,0,0,0,0
FRAEX38873_v2_000060790,27,65,2,51,671,101
FRAEX38873_v2_000060800,0,0,0,0,0,1
FRAEX38873_v2_000060810,0,0,0,0,3,2
FRAEX38873_v2_000060820,0,0,0,0,0,3
FRAEX38873_v2_000060830,4,11,4,1,4,0
FRAEX38873_v2_000060850,406,235,420,362,237,302
FRAEX38873_v2_000060860,0,0,0,2,6,4
FRAEX38873_v2_000060870,1833,1912,2370,1622,1334,1207
FRAEX38873_v2_000060880,537,519,613,679,589,892
FRAEX38873_v2_000060900,0,5,0,0,2,0
FRAEX38873_v2_000060910,91,145,118,123,281,199
FRAEX38873_v2_000061050,0,0,0,0,0,0
FRAEX38873_v2_000061060,183,74,32,131,82,383
FRAEX38873_v2_000061070,0,0,0,0,0,0
FRAEX38873_v2_000061080,0,0,0,0,0,0
FRAEX38873_v2_000061100,6004,5943,9899,10867,7727,12510
FRAEX38873_v2_000061110,1488,1022,1522,2115,1800,1968
FRAEX38873_v2_000061120,238,68,145,272,322,209
FRAEX38873_v2_000061130,21,28,73,1147,233,28
FRAEX38873_v2_000061140,215,227,243,352,238,317
FRAEX38873_v2_000061150,78,107,281,329,218,293
FRAEX38873_v2_000061160,1,0,0,32,3,14
FRAEX38873_v2_000061170,1136,907,1196,1104,1185,1121
FRAEX38873_v2_000061180,0,0,0,0,1,0
FRAEX38873_v2_000061190,144,150,153,190,163,124
FRAEX38873_v2_000061200,14,9,23,10,5,8
FRAEX38873_v2_000061210,1214,1115,1962,1317,769,1144
FRAEX38873_v2_000061220,0,0,1,0,0,0
FRAEX38873_v2_000061230,358,433,457,483,501,600
FRAEX38873_v2_000061240,284,451,381,393,798,716
FRAEX38873_v2_000061250,0,0,0,7,66,39
FRAEX38873_v2_000061260,940,777,986,1091,1128,1099
FRAEX38873_v2_000061270,1383,1081,931,326,325,450
FRAEX38873_v2_000061280,0,0,0,0,0,0
FRAEX38873_v2_000061290,0,0,0,0,0,0
FRAEX38873_v2_000061310,459,491,387,392,353,310
FRAEX38873_v2_000061320,0,5,7,4,4,4
FRAEX38873_v2_000061330,130,210,127,117,170,203
FRAEX38873_v2_000061340,707,549,870,557,625,401
FRAEX38873_v2_000061360,155,207,347,274,128,119
FRAEX38873_v2_000061370,485,283,310,424,442,600
FRAEX38873_v2_000061380,301,264,333,406,644,559
FRAEX38873_v2_000061390,851,694,498,115,115,164
FRAEX38873_v2_000061400,210,168,176,254,366,233
FRAEX38873_v2_000061410,2885,5038,5180,4146,4789,8845
FRAEX38873_v2_000061420,51,25,44,72,50,42
FRAEX38873_v2_000061430,1,3,0,96,52,2
FRAEX38873_v2_000061440,796,1110,950,1474,1988,1552
FRAEX38873_v2_000061450,0,0,0,0,49,3
FRAEX38873_v2_000061460,0,0,0,0,0,0
FRAEX38873_v2_000061470,412,349,426,637,563,502
FRAEX38873_v2_000061500,1226,970,704,842,819,404
FRAEX38873_v2_000061510,3787,3211,3775,3000,2757,2580
FRAEX38873_v2_000061520,583,907,1160,596,913,616
FRAEX38873_v2_000061530,1713,1647,2710,2405,1783,2570
FRAEX38873_v2_000061540,532,330,457,563,765,1113
FRAEX38873_v2_000061550,761,523,808,801,957,1372
FRAEX38873_v2_000061560,1616,1650,1351,1689,1756,1055
FRAEX38873_v2_000061570,0,0,0,0,0,0
FRAEX38873_v2_000061580,0,0,0,0,0,0
FRAEX38873_v2_000061590,124,158,237,94,151,18
FRAEX38873_v2_000061600,198,11,0,31,228,26
FRAEX38873_v2_000061610,67,24,84,95,99,62
FRAEX38873_v2_000061620,0,10,17,30,178,1770
FRAEX38873_v2_000061630,319,251,305,294,646,525
FRAEX38873_v2_000061650,7,3,7,27,7,10
FRAEX38873_v2_000061660,1340,1387,1549,1485,1599,1605
FRAEX38873_v2_000061670,319,176,243,228,163,217
FRAEX38873_v2_000061680,0,0,0,0,0,0
FRAEX38873_v2_000061690,1136,1770,1846,1992,1563,1830
FRAEX38873_v2_000061700,451,399,754,1086,1421,2270
FRAEX38873_v2_000061710,161,101,101,140,126,229
FRAEX38873_v2_000061720,0,0,0,0,3,0
FRAEX38873_v2_000061730,259,230,251,301,310,456
FRAEX38873_v2_000061740,4402,3313,4211,5018,4042,5267
FRAEX38873_v2_000061910,1998,3074,5453,2227,73,551
FRAEX38873_v2_000061920,939,798,1425,1743,1722,1107
FRAEX38873_v2_000061930,0,0,0,0,1,0
FRAEX38873_v2_000061940,4048,3711,3355,4046,4018,4306
FRAEX38873_v2_000061950,0,0,0,0,0,0
FRAEX38873_v2_000061960,0,0,0,0,0,0
FRAEX38873_v2_000061970,33,40,68,13,51,55
FRAEX38873_v2_000061980,124,33,490,6,29,6
FRAEX38873_v2_000061990,1311,1466,2532,1291,1080,1424
FRAEX38873_v2_000062000,40,20,33,27,36,64
FRAEX38873_v2_000062010,1290,1310,1308,1720,1956,1523
FRAEX38873_v2_000062020,359,331,354,468,661,800
FRAEX38873_v2_000062050,134,99,93,142,82,85
FRAEX38873_v2_000062060,69,108,33,67,47,60
FRAEX38873_v2_000062070,1325,1333,1327,1402,834,1029
FRAEX38873_v2_000062080,111,13,2,20,29,89
FRAEX38873_v2_000062090,2091,1614,2561,1645,1509,2066
FRAEX38873_v2_000062100,2141,2305,649,723,668,280
FRAEX38873_v2_000062110,614,407,412,212,305,135
FRAEX38873_v2_000062120,91,99,108,293,529,405
FRAEX38873_v2_000062130,403,391,333,472,488,480
FRAEX38873_v2_000062140,6,10,1,11,0,0
FRAEX38873_v2_000062150,0,0,0,0,0,0
FRAEX38873_v2_000062160,58,136,1294,1048,121,844
FRAEX38873_v2_000062170,0,0,0,0,0,0
FRAEX38873_v2_000062180,0,0,0,0,0,0
FRAEX38873_v2_000062190,0,0,0,0,0,0
FRAEX38873_v2_000062200,110,78,145,120,72,107
FRAEX38873_v2_000062210,3674,4647,4353,4372,4022,3199
FRAEX38873_v2_000062220,11,59,30,4,0,7
FRAEX38873_v2_000062230,0,0,0,0,2,0
FRAEX38873_v2_000062240,28,13,22,31,76,58
FRAEX38873_v2_000062250,462,831,397,647,179,507
FRAEX38873_v2_000062260,3403,305,102,173,659,281
FRAEX38873_v2_000062270,33,15,25,47,41,35
FRAEX38873_v2_000062280,539,461,468,1382,869,268
FRAEX38873_v2_000062290,34,23,35,138,100,30
FRAEX38873_v2_000062300,25,17,95,92,70,125
FRAEX38873_v2_000062310,11,12,58,64,28,73
FRAEX38873_v2_000062320,1,1,12,30,15,22
FRAEX38873_v2_000062340,526,379,624,749,770,742
FRAEX38873_v2_000062350,26,3,7,15,34,7
FRAEX38873_v2_000062360,31,27,22,0,15,6
FRAEX38873_v2_000062370,4,0,0,8,0,3
FRAEX38873_v2_000062400,0,0,1,0,0,0
FRAEX38873_v2_000062410,533,294,580,575,820,1225
FRAEX38873_v2_000062420,392,306,384,428,205,467
FRAEX38873_v2_000062430,84,132,664,314,459,384
FRAEX38873_v2_000062440,786,594,885,1147,986,1320
FRAEX38873_v2_000062450,173,187,147,146,232,255
FRAEX38873_v2_000062460,0,33,22,31,0,46
FRAEX38873_v2_000062470,0,52,11,0,0,0
FRAEX38873_v2_000062480,903,848,1523,1183,1299,1239
FRAEX38873_v2_000062490,17,14,51,47,5,29
FRAEX38873_v2_000062500,3,13,14,67,11,0
FRAEX38873_v2_000062510,59,64,79,141,128,108
FRAEX38873_v2_000062520,804,533,4580,782,814,999
FRAEX38873_v2_000062530,3,6,5,0,0,5
FRAEX38873_v2_000062540,0,0,2,0,0,1
FRAEX38873_v2_000062550,5,0,10,0,8,2
FRAEX38873_v2_000062560,0,0,0,0,0,0
FRAEX38873_v2_000062570,2482,1909,2870,1276,793,941
FRAEX38873_v2_000062710,0,0,5,0,0,0
FRAEX38873_v2_000062720,834,695,936,765,860,731
FRAEX38873_v2_000062730,273,265,323,251,408,551
FRAEX38873_v2_000062740,514,313,442,466,493,440
FRAEX38873_v2_000062750,5374,4998,5526,6038,5168,6927
FRAEX38873_v2_000062760,127,83,209,174,184,168
FRAEX38873_v2_000062770,13,0,5,3,6,13
FRAEX38873_v2_000062780,4931,4577,5657,5166,3657,3492
FRAEX38873_v2_000062790,633,632,276,576,717,496
FRAEX38873_v2_000062800,1,0,0,0,0,0
FRAEX38873_v2_000062810,0,0,0,3,39,9
FRAEX38873_v2_000062820,0,2,0,0,35,2
FRAEX38873_v2_000062830,2481,4076,2094,3957,6590,2559
FRAEX38873_v2_000062850,208,430,942,805,419,264
FRAEX38873_v2_000062860,0,0,0,11,9,9
FRAEX38873_v2_000062870,101,122,92,150,150,210
FRAEX38873_v2_000062880,581,429,639,576,327,478
FRAEX38873_v2_000062890,53,48,17,93,50,82
FRAEX38873_v2_000062900,0,22,32,323,1025,1080
FRAEX38873_v2_000062910,338,255,190,252,559,319
FRAEX38873_v2_000062920,0,0,0,0,1,1
FRAEX38873_v2_000062930,0,0,0,2,468,1153
FRAEX38873_v2_000062940,614,910,981,970,978,1342
FRAEX38873_v2_000062950,590,382,648,997,895,821
FRAEX38873_v2_000062960,242,306,283,342,455,305
FRAEX38873_v2_000062980,3,0,9,7,0,2
FRAEX38873_v2_000062990,3371,9191,6551,1049,14,47
FRAEX38873_v2_000063000,444,494,489,405,581,463
FRAEX38873_v2_000063010,0,0,0,0,0,0
FRAEX38873_v2_000063020,140,96,85,128,140,170
FRAEX38873_v2_000063030,0,0,0,0,0,0
FRAEX38873_v2_000063040,0,0,0,0,0,0
FRAEX38873_v2_000063060,0,0,0,0,0,0
FRAEX38873_v2_000063080,268,320,395,589,419,429
FRAEX38873_v2_000063090,823,745,722,768,678,839
FRAEX38873_v2_000063100,49,0,0,0,22,28
FRAEX38873_v2_000063110,0,0,0,0,3,0
FRAEX38873_v2_000063130,0,0,0,0,0,0
FRAEX38873_v2_000063140,6346,3731,6451,4465,2577,3040
FRAEX38873_v2_000063150,2208,2080,2986,1688,1155,1552
FRAEX38873_v2_000063170,430,302,483,728,597,557
FRAEX38873_v2_000063180,948,855,929,817,1046,879
FRAEX38873_v2_000063190,579,451,584,488,479,404
FRAEX38873_v2_000063200,3933,3546,3438,2931,2976,1932
FRAEX38873_v2_000063210,1126,1390,1374,1014,668,887
FRAEX38873_v2_000063220,109,181,41,111,127,205
FRAEX38873_v2_000063230,845,1567,1521,1902,1440,603
FRAEX38873_v2_000063240,2,5,0,0,2,9
FRAEX38873_v2_000063250,600,578,460,781,952,666
FRAEX38873_v2_000063260,692,816,656,681,567,917
FRAEX38873_v2_000063270,83,77,167,1292,430,105
FRAEX38873_v2_000063280,1515,807,696,524,205,623
FRAEX38873_v2_000063290,591,664,595,573,609,584
FRAEX38873_v2_000063300,801,903,930,951,947,1032
FRAEX38873_v2_000063310,278,189,323,397,591,306
FRAEX38873_v2_000063320,0,0,0,0,0,0
FRAEX38873_v2_000063330,729,821,924,1293,772,967
FRAEX38873_v2_000063350,294,379,323,446,799,509
FRAEX38873_v2_000063360,0,0,0,0,0,0
FRAEX38873_v2_000063370,0,0,0,0,0,0
FRAEX38873_v2_000063460,306,328,274,163,40,75
FRAEX38873_v2_000063470,1159,1345,2021,1089,770,1834
FRAEX38873_v2_000063480,17,20,21,95,62,16
FRAEX38873_v2_000063490,206,268,562,366,282,333
FRAEX38873_v2_000063500,1296,1298,1766,1379,815,866
FRAEX38873_v2_000063510,66,167,313,223,86,214
FRAEX38873_v2_000063520,3,0,0,0,0,0
FRAEX38873_v2_000063530,263,356,268,312,369,257
FRAEX38873_v2_000063540,9,0,3,7,11,48
FRAEX38873_v2_000063550,110,54,131,83,60,70
FRAEX38873_v2_000063560,2047,745,98,109,931,197
FRAEX38873_v2_000063570,493,406,485,1077,2258,1090
FRAEX38873_v2_000063580,517,360,506,798,770,1310
FRAEX38873_v2_000063590,81,63,62,89,65,89
FRAEX38873_v2_000063610,0,0,0,0,0,0
FRAEX38873_v2_000063640,477,244,335,467,394,1073
FRAEX38873_v2_000063650,84,26,60,358,538,1102
FRAEX38873_v2_000063660,0,0,0,0,0,0
FRAEX38873_v2_000063670,320,161,455,138,165,249
FRAEX38873_v2_000063680,0,0,0,0,0,0
FRAEX38873_v2_000063690,324,296,87,205,186,194
FRAEX38873_v2_000063710,0,0,0,1,0,0
FRAEX38873_v2_000063720,44,26,67,30,22,26
FRAEX38873_v2_000063740,897,641,835,945,742,562
FRAEX38873_v2_000063750,623,760,1566,1538,1351,2882
FRAEX38873_v2_000063770,0,0,0,0,0,0
FRAEX38873_v2_000063780,2,4,11,16,22,16
FRAEX38873_v2_000063790,182,207,269,119,186,152
FRAEX38873_v2_000063800,0,0,0,0,0,0
FRAEX38873_v2_000063810,243,274,1031,39,124,214
FRAEX38873_v2_000063830,2,13,5,17,38,4
FRAEX38873_v2_000063840,13,7,12,4,13,21
FRAEX38873_v2_000063850,27,27,72,39,28,50
FRAEX38873_v2_000063860,480,239,380,633,585,487
FRAEX38873_v2_000063870,0,0,0,41,14,0
FRAEX38873_v2_000063880,4,0,6,3,13,3
FRAEX38873_v2_000063890,996,912,1082,1134,908,1141
FRAEX38873_v2_000063900,5561,5163,5467,5475,5755,5155
FRAEX38873_v2_000063910,509,698,469,856,1016,834
FRAEX38873_v2_000063920,3739,3223,5881,3812,2906,4892
FRAEX38873_v2_000063930,69,537,99,49,23,44
FRAEX38873_v2_000063940,509,536,774,842,641,981
FRAEX38873_v2_000063950,0,0,0,0,4,0
FRAEX38873_v2_000063960,4,0,40,57,72,55
FRAEX38873_v2_000063970,0,0,6,15,11,39
FRAEX38873_v2_000063980,167,217,238,138,82,110
FRAEX38873_v2_000063990,1437,1158,1590,2430,2225,1481
FRAEX38873_v2_000064000,6,24,7,52,217,143
FRAEX38873_v2_000064010,168,103,177,238,227,167
FRAEX38873_v2_000064020,14,35,58,42,52,51
FRAEX38873_v2_000064030,0,0,0,0,0,0
FRAEX38873_v2_000064050,20,13,36,68,13,43
FRAEX38873_v2_000064060,2,0,2,0,0,0
FRAEX38873_v2_000064340,137,138,93,53,37,17
FRAEX38873_v2_000064350,0,0,0,0,0,0
FRAEX38873_v2_000064360,0,0,12,0,0,0
FRAEX38873_v2_000064370,1956,1927,1902,1628,1067,1462
FRAEX38873_v2_000064380,7,24,14,0,0,0
FRAEX38873_v2_000064390,35,20,30,70,57,64
FRAEX38873_v2_000064400,667,685,1192,2557,1033,1172
FRAEX38873_v2_000064410,18,0,35,83,103,46
FRAEX38873_v2_000064420,2738,3044,3058,3302,3802,4405
FRAEX38873_v2_000064430,0,0,0,0,0,0
FRAEX38873_v2_000064440,117,174,104,187,159,148
FRAEX38873_v2_000064450,140,75,82,96,134,50
FRAEX38873_v2_000064460,3641,2767,4881,4386,3114,4546
FRAEX38873_v2_000064470,0,15,4,0,4,0
FRAEX38873_v2_000064480,0,0,2,0,0,10
FRAEX38873_v2_000064490,0,0,0,0,0,3
FRAEX38873_v2_000064500,0,0,0,0,0,0
FRAEX38873_v2_000064510,223,265,180,288,154,234
FRAEX38873_v2_000064520,1152,849,725,1004,1125,919
FRAEX38873_v2_000064550,0,0,0,3,0,0
FRAEX38873_v2_000064560,0,0,0,0,0,0
FRAEX38873_v2_000064570,2688,2265,3919,2633,1705,2458
FRAEX38873_v2_000064580,214,266,402,356,303,306
FRAEX38873_v2_000064590,92,63,174,134,84,67
FRAEX38873_v2_000064600,109,101,72,80,49,46
FRAEX38873_v2_000064610,0,0,0,0,0,0
FRAEX38873_v2_000064620,232,174,140,155,162,171
FRAEX38873_v2_000064630,13,0,3,2,0,0
FRAEX38873_v2_000064640,0,0,6,5,3,7
FRAEX38873_v2_000064650,25,35,36,19,7,11
FRAEX38873_v2_000064660,405,414,405,446,370,405
FRAEX38873_v2_000064670,195,59,180,104,58,60
FRAEX38873_v2_000064680,1205,579,926,663,553,700
FRAEX38873_v2_000064690,260,321,479,566,944,969
FRAEX38873_v2_000064700,0,0,0,0,4,0
FRAEX38873_v2_000064710,685,379,359,366,454,376
FRAEX38873_v2_000064720,193,382,449,893,1142,999
FRAEX38873_v2_000064730,0,8,0,0,0,0
FRAEX38873_v2_000064740,574,1169,826,1036,1634,2213
FRAEX38873_v2_000064750,2,2,9,20,16,0
FRAEX38873_v2_000064760,33,167,236,120,81,60
FRAEX38873_v2_000064770,368,414,390,455,632,553
FRAEX38873_v2_000064780,287,228,242,175,136,207
FRAEX38873_v2_000064790,74,3,46,32,5,55
FRAEX38873_v2_000064800,1993,1547,1523,1846,2275,1888
FRAEX38873_v2_000064810,1,1,0,1,1,0
FRAEX38873_v2_000064820,218,331,148,305,379,278
FRAEX38873_v2_000064830,43,35,0,10,7,0
FRAEX38873_v2_000064840,0,0,0,2,0,0
FRAEX38873_v2_000064850,6,9,8,11,110,28
FRAEX38873_v2_000064860,204,80,93,115,195,169
FRAEX38873_v2_000064870,1,0,5,1,1,15
FRAEX38873_v2_000064880,685,295,665,537,212,303
FRAEX38873_v2_000064890,2225,1535,2339,1775,1533,1512
FRAEX38873_v2_000064900,214,248,829,1087,464,803
FRAEX38873_v2_000064910,567,545,757,616,687,845
FRAEX38873_v2_000064920,300,223,114,146,420,141
FRAEX38873_v2_000064930,1423,1571,1411,1361,1799,1438
FRAEX38873_v2_000064940,676,691,1026,862,1073,1375
FRAEX38873_v2_000064950,369,137,83,189,709,256
FRAEX38873_v2_000064960,0,0,0,9,70,27
FRAEX38873_v2_000064970,1,0,0,17,35,5
FRAEX38873_v2_000064980,19,13,29,25,29,19
FRAEX38873_v2_000064990,329,481,1597,1116,1651,4557
FRAEX38873_v2_000065000,0,0,0,0,0,0
FRAEX38873_v2_000065010,128,96,97,102,74,60
FRAEX38873_v2_000065020,216,21,82,20,44,25
FRAEX38873_v2_000065030,1543,266,315,217,764,778
FRAEX38873_v2_000065040,555,431,1237,1155,1535,773
FRAEX38873_v2_000065050,0,0,14,0,153,58
FRAEX38873_v2_000065060,17,22,23,45,32,52
FRAEX38873_v2_000065070,6,0,0,0,0,0
FRAEX38873_v2_000065080,0,0,0,0,0,0
FRAEX38873_v2_000065180,592,1019,1434,2666,8612,6119
FRAEX38873_v2_000065210,502,393,450,514,615,527
FRAEX38873_v2_000065220,1826,3160,13046,1010,285,198
FRAEX38873_v2_000065230,1531,1363,1718,1486,1160,1425
FRAEX38873_v2_000065260,1230,1576,639,647,587,343
FRAEX38873_v2_000065270,295,169,0,7,4,6
FRAEX38873_v2_000065280,507,550,482,481,320,350
FRAEX38873_v2_000065290,67,2,0,50,77,75
FRAEX38873_v2_000065300,4348,2824,2660,2782,2552,3279
FRAEX38873_v2_000065310,311,319,177,348,532,153
FRAEX38873_v2_000065320,383,466,548,532,661,651
FRAEX38873_v2_000065330,51,65,41,111,187,411
FRAEX38873_v2_000065340,200,245,190,362,377,533
FRAEX38873_v2_000065350,1955,1215,1491,2439,1893,2003
FRAEX38873_v2_000065370,0,0,0,0,0,0
FRAEX38873_v2_000065380,5,13,31,3,1,6
FRAEX38873_v2_000065390,2,0,2,4,4,0
FRAEX38873_v2_000065400,3268,2572,4247,3104,2068,3125
FRAEX38873_v2_000065410,166,112,158,110,130,291
FRAEX38873_v2_000065420,679,1057,1247,663,269,327
FRAEX38873_v2_000065430,0,0,0,0,0,0
FRAEX38873_v2_000065440,3795,3232,4099,3933,4986,5323
FRAEX38873_v2_000065450,27,34,100,6,38,6
