Geneid;c1;c2;c3;t1;t2;t3
FRAEX38873_v2_000065740;0;0;0;0;0;0
FRAEX38873_v2_000065910;77;441;90;52;19;664
FRAEX38873_v2_000065920;0;0;0;0;0;0
FRAEX38873_v2_000065930;267;186;154;313;501;322
FRAEX38873_v2_000065940;148;118;128;84;226;165
FRAEX38873_v2_000065950;3;4;9;20;37;31
FRAEX38873_v2_000065980;2931;2295;2142;2820;1852;1825
FRAEX38873_v2_000065990;14;26;27;31;15;15
FRAEX38873_v2_000066000;51;40;35;251;491;165
FRAEX38873_v2_000066010;0;3;20;49;51;38
FRAEX38873_v2_000066020;494;431;324;1777;2119;1874
FRAEX38873_v2_000066030;6;0;3;0;0;13
FRAEX38873_v2_000066050;560;443;424;190;287;282
FRAEX38873_v2_000066060;107;62;67;95;137;95
FRAEX38873_v2_000066070;33;151;170;61;43;68
FRAEX38873_v2_000066090;0;0;0;0;0;0
FRAEX38873_v2_000066100;32;8;13;7;54;97
FRAEX38873_v2_000066110;2266;2281;2311;2191;2075;1957
FRAEX38873_v2_000066120;442;440;440;433;562;638
FRAEX38873_v2_000066150;3036;2395;2493;2031;2126;2068
FRAEX38873_v2_000066160;2510;3421;3691;1958;1651;1906
FRAEX38873_v2_000066170;0;1;98;0;0;0
FRAEX38873_v2_000066180;120;52;46;55;28;46
FRAEX38873_v2_000066190;0;0;0;0;0;0
FRAEX38873_v2_000066200;0;0;0;0;0;0
FRAEX38873_v2_000066220;0;0;0;0;0;0
FRAEX38873_v2_000066230;0;0;0;0;0;0
FRAEX38873_v2_000066240;18;21;29;19;15;25
FRAEX38873_v2_000066250;13;4;14;0;1;7
FRAEX38873_v2_000066260;695;571;655;485;447;508
FRAEX38873_v2_000066270;612;718;706;773;491;399
FRAEX38873_v2_000066280;6;128;159;281;35;36
FRAEX38873_v2_000066310;32;34;16;23;52;71
FRAEX38873_v2_000066320;1401;1904;1402;2986;3106;2112
FRAEX38873_v2_000066330;584;746;973;1796;2721;1781
FRAEX38873_v2_000066340;17;11;0;72;26;112
FRAEX38873_v2_000066350;19;7;9;12;10;11
FRAEX38873_v2_000066360;0;0;0;0;0;0
FRAEX38873_v2_000066370;478;217;366;490;311;401
FRAEX38873_v2_000066380;1207;1346;1500;1456;1650;1638
FRAEX38873_v2_000066390;1242;1165;1072;880;649;798
FRAEX38873_v2_000066400;749;710;649;5166;5284;5310
FRAEX38873_v2_000066410;176;192;127;807;1410;733
FRAEX38873_v2_000066420;2074;2103;1795;1877;2305;1987
FRAEX38873_v2_000066430;151;185;72;567;715;371
FRAEX38873_v2_000066440;37;43;32;84;54;108
FRAEX38873_v2_000066450;6950;7104;8208;2950;2761;2855
FRAEX38873_v2_000066460;1468;986;760;606;1090;1856
FRAEX38873_v2_000066470;343;215;208;129;107;154
FRAEX38873_v2_000066480;366;241;235;375;373;242
FRAEX38873_v2_000066490;275;57;88;1566;764;5708
FRAEX38873_v2_000066500;1619;1596;1399;1694;1827;2254
FRAEX38873_v2_000066510;373;569;318;178;134;126
FRAEX38873_v2_000066520;555;528;259;245;109;396
FRAEX38873_v2_000066530;335;392;463;314;413;488
FRAEX38873_v2_000066540;0;0;0;0;0;0
FRAEX38873_v2_000066550;0;4;2;2;0;4
FRAEX38873_v2_000066560;0;346;660;795;26;125
FRAEX38873_v2_000066870;93;115;108;534;217;340
FRAEX38873_v2_000066890;2295;2474;2376;1768;1921;2046
FRAEX38873_v2_000066900;18;9;3;15;2;3
FRAEX38873_v2_000066910;0;0;0;0;0;0
FRAEX38873_v2_000066920;955;1346;743;731;266;320
FRAEX38873_v2_000066930;1073;1206;712;1699;616;1026
FRAEX38873_v2_000066940;0;0;0;0;0;0
FRAEX38873_v2_000066950;2789;2066;2018;1304;1855;2319
FRAEX38873_v2_000066960;0;7;12;6;4;2
FRAEX38873_v2_000066970;167;80;98;105;38;27
FRAEX38873_v2_000066980;0;0;0;0;0;0
FRAEX38873_v2_000067000;166;156;138;91;51;74
FRAEX38873_v2_000067020;3;33;41;32;53;162
FRAEX38873_v2_000067030;19;27;41;43;36;223
FRAEX38873_v2_000067040;0;0;0;0;0;0
FRAEX38873_v2_000067050;1077;757;1574;766;511;615
FRAEX38873_v2_000067060;211;421;390;410;158;318
FRAEX38873_v2_000067070;131;138;96;136;85;144
FRAEX38873_v2_000067080;30;6;4;9;7;7
FRAEX38873_v2_000067090;1589;1181;1252;1292;1312;1328
FRAEX38873_v2_000067100;2124;1634;1981;1006;1257;1314
FRAEX38873_v2_000067110;2814;1301;1681;2027;3280;3462
FRAEX38873_v2_000067120;0;22;17;74;13;21
FRAEX38873_v2_000067130;3;10;0;57;213;27
FRAEX38873_v2_000067140;495;507;543;321;375;360
FRAEX38873_v2_000067150;863;607;701;572;642;621
FRAEX38873_v2_000067160;1806;860;610;902;444;916
FRAEX38873_v2_000067170;0;2;5;17;15;0
FRAEX38873_v2_000067180;603;554;428;403;352;444
FRAEX38873_v2_000067190;111;63;25;68;61;56
FRAEX38873_v2_000067200;4;46;9;6;8;16
FRAEX38873_v2_000067210;244;173;208;191;190;143
FRAEX38873_v2_000067220;0;5;4;0;9;0
FRAEX38873_v2_000067230;0;11;0;41;2;7
FRAEX38873_v2_000067280;11;29;2;1;6;12
FRAEX38873_v2_000067290;0;0;0;0;0;0
FRAEX38873_v2_000067300;0;0;0;0;0;0
FRAEX38873_v2_000067320;32;62;42;264;283;257
FRAEX38873_v2_000067330;231;305;569;956;721;1043
FRAEX38873_v2_000067360;770;1044;925;808;965;993
FRAEX38873_v2_000067370;210;513;260;834;577;1183
FRAEX38873_v2_000067380;211;113;158;202;285;259
FRAEX38873_v2_000067390;192;195;239;438;483;370
FRAEX38873_v2_000067410;9;3;72;2109;1823;193
FRAEX38873_v2_000067420;75;55;81;102;73;65
FRAEX38873_v2_000067430;66;135;231;250;222;120
FRAEX38873_v2_000067440;0;17;13;13;7;15
FRAEX38873_v2_000067450;581;1292;2702;5;37;7
FRAEX38873_v2_000067460;4;8;8;13;14;3
FRAEX38873_v2_000067470;2730;2750;3013;2403;2339;2202
FRAEX38873_v2_000067590;58;135;61;35;15;60
FRAEX38873_v2_000067600;7;2;0;3;0;0
FRAEX38873_v2_000067610;868;479;412;202;320;314
FRAEX38873_v2_000067620;8;1;13;2;17;0
FRAEX38873_v2_000067630;1635;1657;1865;2822;2534;2265
FRAEX38873_v2_000067650;940;809;1055;1434;2327;1423
FRAEX38873_v2_000067660;7175;4940;5165;4606;8555;6842
FRAEX38873_v2_000067670;248;320;202;373;380;432
FRAEX38873_v2_000067680;38;21;26;11;4;6
FRAEX38873_v2_000067690;2471;2020;2070;2573;3171;3326
FRAEX38873_v2_000067700;619;542;653;803;850;576
FRAEX38873_v2_000067710;0;2;2;13;12;25
FRAEX38873_v2_000067720;0;2;0;8;1;6
FRAEX38873_v2_000067730;0;107;148;176;9;25
FRAEX38873_v2_000067740;16;0;0;0;15;5
FRAEX38873_v2_000067750;416;230;243;479;1018;338
FRAEX38873_v2_000067760;22;20;16;20;39;33
FRAEX38873_v2_000067770;550;904;1967;1761;2319;2090
FRAEX38873_v2_000067780;0;1;0;38;15;18
FRAEX38873_v2_000067790;1369;1480;1554;1100;893;1004
FRAEX38873_v2_000067800;422;543;509;492;755;580
FRAEX38873_v2_000067810;0;0;0;7;0;0
FRAEX38873_v2_000067820;765;607;760;577;746;835
FRAEX38873_v2_000067830;0;0;0;0;0;0
FRAEX38873_v2_000067870;83;90;133;701;1047;750
FRAEX38873_v2_000067880;1929;1740;1642;2078;2547;1481
FRAEX38873_v2_000067890;1656;1769;1281;1276;2169;1894
FRAEX38873_v2_000067900;273;386;269;659;873;549
FRAEX38873_v2_000067910;230;252;289;343;461;470
FRAEX38873_v2_000067920;1563;1800;1621;1603;1678;1792
FRAEX38873_v2_000067930;26;21;25;25;9;50
FRAEX38873_v2_000067940;653;566;376;387;431;416
FRAEX38873_v2_000067950;1;30;6;20;8;23
FRAEX38873_v2_000067960;0;0;0;9;5;5
FRAEX38873_v2_000067970;671;1022;1013;1075;634;916
FRAEX38873_v2_000067980;0;0;0;59;2;24
FRAEX38873_v2_000067990;0;0;0;4;0;2
FRAEX38873_v2_000068000;0;0;0;8;1;4
FRAEX38873_v2_000068010;0;8;0;3;2;18
FRAEX38873_v2_000068020;97;136;43;148;100;175
FRAEX38873_v2_000068030;2045;2714;3004;1787;2946;2170
FRAEX38873_v2_000068050;933;828;1116;1386;592;691
FRAEX38873_v2_000068060;544;461;491;810;834;627
FRAEX38873_v2_000068070;0;0;0;0;0;0
FRAEX38873_v2_000068080;0;23;6;11;20;29
FRAEX38873_v2_000068090;15;66;138;207;174;196
FRAEX38873_v2_000068100;327;342;155;165;155;241
FRAEX38873_v2_000068110;740;702;381;449;413;429
FRAEX38873_v2_000068120;1907;1540;1655;1653;1581;1457
FRAEX38873_v2_000068130;25;16;35;537;319;407
FRAEX38873_v2_000068140;923;883;983;1166;990;1161
FRAEX38873_v2_000068150;319;492;288;378;229;285
FRAEX38873_v2_000068170;50;3;54;0;0;0
FRAEX38873_v2_000068180;96;115;123;144;72;66
FRAEX38873_v2_000068190;2139;1928;2018;1283;900;1138
FRAEX38873_v2_000068200;572;218;155;324;1392;1147
FRAEX38873_v2_000068210;207;175;247;119;96;112
FRAEX38873_v2_000068220;330;324;365;261;351;281
FRAEX38873_v2_000068230;3;2;17;2;5;0
FRAEX38873_v2_000068240;156;125;123;140;173;147
FRAEX38873_v2_000068260;0;0;0;0;0;0
FRAEX38873_v2_000068270;0;0;0;0;0;0
FRAEX38873_v2_000068280;59;82;81;36;49;88
FRAEX38873_v2_000068290;2;44;38;86;184;7
FRAEX38873_v2_000068300;869;885;711;661;820;740
FRAEX38873_v2_000068310;133;93;136;271;131;313
FRAEX38873_v2_000068320;0;9;0;9;4;7
FRAEX38873_v2_000068330;889;663;890;789;597;566
FRAEX38873_v2_000068350;96;45;46;130;158;134
FRAEX38873_v2_000068360;0;0;0;6;9;2
FRAEX38873_v2_000068370;380;300;185;210;354;298
FRAEX38873_v2_000068380;0;0;0;0;0;4
FRAEX38873_v2_000068450;0;5;58;348;719;565
FRAEX38873_v2_000068460;2745;3253;3403;3340;2971;2770
FRAEX38873_v2_000068480;0;0;0;0;0;0
FRAEX38873_v2_000068490;0;0;0;0;1;1
FRAEX38873_v2_000068500;413;336;214;356;471;406
FRAEX38873_v2_000068510;0;0;0;0;0;0
FRAEX38873_v2_000068520;314;225;93;315;121;319
FRAEX38873_v2_000068540;2003;1400;1585;913;1041;1245
FRAEX38873_v2_000068550;1084;861;865;777;993;702
FRAEX38873_v2_000068560;7;2;0;11;33;14
FRAEX38873_v2_000068570;0;62;37;19;3;15
FRAEX38873_v2_000068580;4;30;4;23;3;2
FRAEX38873_v2_000068590;30;27;63;8;9;46
FRAEX38873_v2_000068610;1344;2531;2189;3286;5277;5585
FRAEX38873_v2_000068620;140;62;61;105;60;83
FRAEX38873_v2_000068630;5;5;0;0;0;5
FRAEX38873_v2_000068640;587;743;727;459;482;493
FRAEX38873_v2_000068650;167;105;117;207;227;415
FRAEX38873_v2_000068660;0;0;0;0;0;0
FRAEX38873_v2_000068670;47;16;24;35;27;13
FRAEX38873_v2_000068680;471;400;433;421;788;470
FRAEX38873_v2_000068690;377;462;340;734;1462;848
FRAEX38873_v2_000068710;0;1;0;1;0;0
FRAEX38873_v2_000068720;2;9;6;57;42;85
FRAEX38873_v2_000068730;1452;2378;2870;3172;230;1242
FRAEX38873_v2_000068740;0;0;0;0;0;0
FRAEX38873_v2_000068770;0;0;0;0;0;0
FRAEX38873_v2_000068780;0;12;0;0;2;0
FRAEX38873_v2_000068790;0;0;0;0;0;0
FRAEX38873_v2_000068800;0;0;0;0;0;0
FRAEX38873_v2_000068810;115;66;6;110;119;51
FRAEX38873_v2_000068840;34;73;25;47;27;37
FRAEX38873_v2_000068850;0;0;0;0;0;0
FRAEX38873_v2_000068860;184;266;235;306;166;236
FRAEX38873_v2_000068870;31;18;9;44;7;112
FRAEX38873_v2_000068880;0;0;0;0;0;0
FRAEX38873_v2_000068920;42;90;173;936;1320;319
FRAEX38873_v2_000068930;35;49;64;1082;967;161
FRAEX38873_v2_000068940;351;391;430;455;614;578
FRAEX38873_v2_000068950;1302;950;1068;1606;2034;2066
FRAEX38873_v2_000068960;583;528;344;424;227;484
FRAEX38873_v2_000068970;12;0;0;1;1;6
FRAEX38873_v2_000068980;742;689;475;663;545;676
FRAEX38873_v2_000068990;437;201;227;141;234;579
FRAEX38873_v2_000069010;168;194;154;217;183;253
FRAEX38873_v2_000069020;0;0;0;0;0;0
FRAEX38873_v2_000069030;140;183;204;223;322;264
FRAEX38873_v2_000069070;90;336;317;1054;1042;2212
FRAEX38873_v2_000069080;0;0;0;0;0;1
FRAEX38873_v2_000069090;35;172;110;3;25;36
FRAEX38873_v2_000069100;1191;1311;1123;621;805;688
FRAEX38873_v2_000069110;703;606;589;317;377;411
FRAEX38873_v2_000069280;0;0;0;0;0;0
FRAEX38873_v2_000069290;422;289;381;197;280;124
FRAEX38873_v2_000069300;1973;1300;1705;2682;4944;196
FRAEX38873_v2_000069310;182;349;242;763;1238;587
FRAEX38873_v2_000069320;53;26;5;165;337;352
FRAEX38873_v2_000069330;3104;1621;1175;2737;2283;2143
FRAEX38873_v2_000069340;438;257;316;358;316;350
FRAEX38873_v2_000069350;0;0;0;0;0;0
FRAEX38873_v2_000069360;39;40;23;76;50;58
FRAEX38873_v2_000069370;0;0;0;0;0;0
FRAEX38873_v2_000069390;129;148;85;145;131;153
FRAEX38873_v2_000069400;610;580;801;592;687;490
FRAEX38873_v2_000069410;0;0;0;0;0;0
FRAEX38873_v2_000069420;593;508;621;652;780;737
FRAEX38873_v2_000069430;1009;781;673;675;838;845
FRAEX38873_v2_000069450;1243;1494;1667;1140;912;823
FRAEX38873_v2_000069460;533;698;744;369;407;306
FRAEX38873_v2_000069470;19;14;30;3;8;11
FRAEX38873_v2_000069480;177;236;182;239;563;470
FRAEX38873_v2_000069490;3351;2745;3864;4069;3245;2838
FRAEX38873_v2_000069500;0;0;0;0;0;0
FRAEX38873_v2_000069510;0;0;0;0;0;0
FRAEX38873_v2_000069520;460;170;1285;811;1700;240
FRAEX38873_v2_000069530;99;151;94;53;110;76
FRAEX38873_v2_000069540;136;82;40;83;186;103
FRAEX38873_v2_000069580;885;531;782;997;1028;1186
FRAEX38873_v2_000069610;15;52;23;33;14;21
FRAEX38873_v2_000069620;0;3;0;14;6;8
FRAEX38873_v2_000069630;5;3;5;45;8;16
FRAEX38873_v2_000069640;89;148;311;218;388;323
FRAEX38873_v2_000069650;260;236;125;348;421;494
FRAEX38873_v2_000069660;719;651;402;573;482;373
FRAEX38873_v2_000069670;60;48;65;159;253;175
FRAEX38873_v2_000069680;5;34;15;329;538;281
FRAEX38873_v2_000069690;73;723;254;456;636;634
FRAEX38873_v2_000069700;416;381;288;541;1488;687
FRAEX38873_v2_000069710;49;58;28;62;37;37
FRAEX38873_v2_000069720;602;417;422;185;261;298
FRAEX38873_v2_000069730;675;799;911;536;698;574
FRAEX38873_v2_000069740;0;0;0;0;0;0
FRAEX38873_v2_000069750;1762;1800;1377;1508;561;1272
FRAEX38873_v2_000069760;0;0;0;0;0;0
FRAEX38873_v2_000069770;155;133;329;26;41;15
FRAEX38873_v2_000069790;175;56;135;921;345;13
FRAEX38873_v2_000069800;0;0;0;0;0;0
FRAEX38873_v2_000069820;11;8;53;253;46;0
FRAEX38873_v2_000069830;1795;2062;2273;955;637;1438
FRAEX38873_v2_000069850;425;235;224;617;1059;498
FRAEX38873_v2_000069860;1046;749;711;484;491;867
FRAEX38873_v2_000069870;2593;1570;1991;8109;15035;7131
FRAEX38873_v2_000069880;424;425;365;314;408;301
FRAEX38873_v2_000069890;1209;783;820;500;487;617
FRAEX38873_v2_000069900;251;237;213;224;324;233
FRAEX38873_v2_000069910;1102;1036;868;952;1191;745
FRAEX38873_v2_000069920;647;561;349;432;373;396
FRAEX38873_v2_000069930;581;574;593;655;669;589
FRAEX38873_v2_000069940;78;195;81;105;15;457
FRAEX38873_v2_000069950;0;0;0;11;9;5
FRAEX38873_v2_000070070;1467;2359;2038;2298;2491;2091
FRAEX38873_v2_000070100;0;16;3;0;6;0
FRAEX38873_v2_000070110;0;0;0;0;0;0
FRAEX38873_v2_000070120;1717;1586;1315;4571;7407;7367
FRAEX38873_v2_000070130;10;15;30;21;16;41
FRAEX38873_v2_000070140;188;252;200;582;611;459
FRAEX38873_v2_000070150;0;7;2;5;6;11
FRAEX38873_v2_000070160;1936;1426;1047;13120;22427;10045
FRAEX38873_v2_000070170;0;0;0;0;2;1
FRAEX38873_v2_000070180;0;0;0;4;2;5
FRAEX38873_v2_000070190;0;0;0;0;3;8
FRAEX38873_v2_000070200;538;614;454;991;1109;946
FRAEX38873_v2_000070210;369;584;487;311;122;1012
FRAEX38873_v2_000070220;254;198;218;120;191;211
FRAEX38873_v2_000070230;216;761;1528;376;82;378
FRAEX38873_v2_000070240;13628;17497;17396;4124;1640;5102
FRAEX38873_v2_000070250;2658;3435;1891;2976;2709;4565
FRAEX38873_v2_000070260;0;0;0;0;0;0
FRAEX38873_v2_000070270;597;536;452;553;617;546
FRAEX38873_v2_000070280;216;78;136;223;244;252
FRAEX38873_v2_000070290;0;0;0;0;0;0
FRAEX38873_v2_000070300;309;379;438;3111;3665;1968
FRAEX38873_v2_000070310;468;492;712;243;200;294
FRAEX38873_v2_000070320;623;543;465;251;268;311
FRAEX38873_v2_000070330;0;0;0;0;0;0
FRAEX38873_v2_000070340;3314;2574;2684;1115;1089;2840
FRAEX38873_v2_000070350;8302;7158;9765;4482;1609;2247
FRAEX38873_v2_000070360;254;185;372;258;148;237
FRAEX38873_v2_000070370;1640;1337;1282;648;857;895
FRAEX38873_v2_000070380;509;771;671;1181;1297;1102
FRAEX38873_v2_000070390;855;729;668;762;899;921
FRAEX38873_v2_000070400;170;349;205;382;757;402
FRAEX38873_v2_000070410;79437;71368;45215;47381;36433;29828
FRAEX38873_v2_000070420;1360;1389;1033;904;818;749
FRAEX38873_v2_000070430;600;600;482;310;378;642
FRAEX38873_v2_000070440;1583;1527;1528;869;1221;1107
FRAEX38873_v2_000070450;189;212;179;167;227;271
FRAEX38873_v2_000070460;2776;2416;2932;2022;2063;2045
FRAEX38873_v2_000070470;1627;1611;1627;1631;1866;1334
FRAEX38873_v2_000070480;56;88;48;52;105;79
FRAEX38873_v2_000070490;291;242;289;167;292;301
FRAEX38873_v2_000070500;0;0;0;0;0;0
FRAEX38873_v2_000070510;0;2;2;0;1;0
FRAEX38873_v2_000070520;0;0;0;0;0;0
FRAEX38873_v2_000070530;7;0;1;114;81;41
FRAEX38873_v2_000070540;0;1;20;49;27;0
FRAEX38873_v2_000070550;18;18;24;9;90;10
FRAEX38873_v2_000070560;132;80;76;64;17;58
FRAEX38873_v2_000070570;6;5;27;46;18;19
FRAEX38873_v2_000070580;2;1;3;34;37;94
FRAEX38873_v2_000070590;2332;1775;1929;940;1040;1511
FRAEX38873_v2_000070600;466;270;391;81;94;192
FRAEX38873_v2_000070610;577;687;556;572;599;700
FRAEX38873_v2_000070620;832;743;855;1125;1050;958
FRAEX38873_v2_000070630;153;80;14;136;119;257
FRAEX38873_v2_000070640;242;130;208;31;118;195
FRAEX38873_v2_000070650;14;21;17;19;47;34
FRAEX38873_v2_000070660;252;334;301;334;392;296
FRAEX38873_v2_000070670;211;200;273;305;158;276
FRAEX38873_v2_000070680;277;297;153;232;302;458
FRAEX38873_v2_000070690;11;24;0;7;6;23
FRAEX38873_v2_000070700;72;52;75;655;625;478
FRAEX38873_v2_000070850;1980;2331;3215;1823;2561;1292
FRAEX38873_v2_000070860;276;337;215;373;209;475
FRAEX38873_v2_000070870;1253;1120;639;915;740;1341
FRAEX38873_v2_000070880;227;170;429;956;2692;711
FRAEX38873_v2_000070890;0;1;0;0;8;1
FRAEX38873_v2_000070900;1636;1321;1944;1621;1774;1256
FRAEX38873_v2_000070910;0;0;34;0;0;0
FRAEX38873_v2_000070920;2846;2182;2465;1543;1694;1637
FRAEX38873_v2_000070930;2564;2751;2563;1340;1684;1591
FRAEX38873_v2_000070940;152;76;284;162;439;303
FRAEX38873_v2_000070960;19;62;71;5;1;111
FRAEX38873_v2_000070970;403;599;390;407;454;485
FRAEX38873_v2_000070980;1074;867;934;903;899;897
FRAEX38873_v2_000070990;132;142;83;158;134;176
FRAEX38873_v2_000071000;484;547;677;644;993;347
FRAEX38873_v2_000071010;273;275;247;401;818;491
FRAEX38873_v2_000071020;352;304;284;221;200;223
FRAEX38873_v2_000071030;498;352;428;246;250;204
FRAEX38873_v2_000071040;12;3;4;11;16;14
FRAEX38873_v2_000071050;0;1;0;0;1;0
FRAEX38873_v2_000071060;288;207;260;136;89;128
FRAEX38873_v2_000071080;673;535;665;442;483;488
FRAEX38873_v2_000071090;2167;2223;2331;1172;1186;1139
FRAEX38873_v2_000071100;923;817;818;533;431;755
FRAEX38873_v2_000071110;3262;3820;3026;2737;3294;3648
FRAEX38873_v2_000071120;10;9;62;436;46;197
FRAEX38873_v2_000071130;541;511;502;312;326;307
FRAEX38873_v2_000071140;4420;4485;3671;2971;3875;3640
FRAEX38873_v2_000071150;267;655;3108;20445;30776;8877
FRAEX38873_v2_000071160;1432;1508;1379;1560;1665;1652
FRAEX38873_v2_000071170;442;461;339;275;219;254
FRAEX38873_v2_000071180;1298;1339;1293;1371;1567;1435
FRAEX38873_v2_000071190;89;368;639;859;683;466
FRAEX38873_v2_000071200;0;0;0;0;0;0
FRAEX38873_v2_000071210;0;12;87;167;215;353
FRAEX38873_v2_000071220;18;20;6;94;69;100
FRAEX38873_v2_000071230;67;77;64;28;42;28
FRAEX38873_v2_000071240;392;460;360;502;483;444
FRAEX38873_v2_000071250;885;751;669;832;1572;949
FRAEX38873_v2_000071260;0;0;0;0;0;2
FRAEX38873_v2_000071490;520;1035;2002;824;481;609
FRAEX38873_v2_000071500;92;121;168;453;306;71
FRAEX38873_v2_000071510;53;29;29;60;53;40
FRAEX38873_v2_000071520;35740;18748;30401;11597;11372;10484
FRAEX38873_v2_000071530;0;0;0;1;0;0
FRAEX38873_v2_000071540;405;447;596;1267;1124;438
FRAEX38873_v2_000071550;5066;3409;3722;2396;2849;2924
FRAEX38873_v2_000071560;635;573;402;280;302;417
FRAEX38873_v2_000071570;406;180;114;103;101;136
FRAEX38873_v2_000071580;28;15;15;26;7;4
FRAEX38873_v2_000071590;319;361;276;462;138;297
FRAEX38873_v2_000071600;1155;1578;1770;1425;590;1030
FRAEX38873_v2_000071610;3369;3772;3415;3005;2782;3199
FRAEX38873_v2_000071620;752;676;821;1128;2062;1280
FRAEX38873_v2_000071630;19;15;25;1;5;22
FRAEX38873_v2_000071640;0;17;9;8;0;1
FRAEX38873_v2_000071650;17;22;17;26;0;32
FRAEX38873_v2_000071660;186;147;148;152;154;138
FRAEX38873_v2_000071670;0;4;10;77;42;62
FRAEX38873_v2_000071680;0;0;0;0;0;0
FRAEX38873_v2_000071690;2358;2641;2863;1926;2165;1884
FRAEX38873_v2_000071700;0;2;1;0;0;0
FRAEX38873_v2_000071710;1288;1175;1175;849;783;1128
FRAEX38873_v2_000071720;371;248;225;248;263;228
FRAEX38873_v2_000071730;493;771;545;1761;181;1765
FRAEX38873_v2_000071740;1993;2112;2083;2372;996;1706
FRAEX38873_v2_000071750;0;0;0;0;0;0
FRAEX38873_v2_000071760;0;0;0;37;5;5
FRAEX38873_v2_000071780;14641;9266;8738;10398;12808;25034
FRAEX38873_v2_000071790;24;51;42;51;9;25
FRAEX38873_v2_000071800;22;15;26;22;24;21
FRAEX38873_v2_000071810;1282;1506;1376;926;939;967
FRAEX38873_v2_000071820;143;376;271;379;307;440
FRAEX38873_v2_000071830;127;270;131;524;1206;2019
FRAEX38873_v2_000071840;845;992;840;490;607;506
FRAEX38873_v2_000071850;1;25;29;16;28;57
FRAEX38873_v2_000071860;59;46;50;27;21;21
FRAEX38873_v2_000071880;0;0;0;0;1;0
FRAEX38873_v2_000071890;0;4;2;0;0;0
FRAEX38873_v2_000071900;0;0;0;0;0;1
FRAEX38873_v2_000071910;792;719;678;927;1348;1176
FRAEX38873_v2_000071930;1500;1356;1330;1232;1150;1295
FRAEX38873_v2_000071940;316;489;318;2664;2378;1148
FRAEX38873_v2_000071950;17412;6568;1963;8222;3417;6249
FRAEX38873_v2_000071960;635;650;590;490;548;574
FRAEX38873_v2_000071970;78;63;87;83;92;71
FRAEX38873_v2_000071980;403;646;630;346;336;272
FRAEX38873_v2_000071990;0;3;4;0;0;0
FRAEX38873_v2_000072000;92;159;83;19;10;13
FRAEX38873_v2_000072010;223;268;153;373;346;449
FRAEX38873_v2_000072020;664;420;582;425;687;527
FRAEX38873_v2_000072030;716;462;874;1026;1684;751
FRAEX38873_v2_000072040;0;0;0;0;0;0
FRAEX38873_v2_000072050;979;1724;1651;1290;962;808
FRAEX38873_v2_000072060;391;257;227;174;179;309
FRAEX38873_v2_000072270;1;5;5;11;9;10
FRAEX38873_v2_000072280;1070;1201;1080;1569;2018;1784
FRAEX38873_v2_000072300;710;295;352;246;277;462
FRAEX38873_v2_000072310;189;268;139;172;148;175
FRAEX38873_v2_000072330;211;242;130;351;659;932
FRAEX38873_v2_000072340;329;218;1205;207;12;19
FRAEX38873_v2_000072350;0;0;0;0;0;0
FRAEX38873_v2_000072360;0;0;0;0;0;0
FRAEX38873_v2_000072370;0;0;0;0;0;0
FRAEX38873_v2_000072380;0;0;0;0;0;0
FRAEX38873_v2_000072390;494;786;678;1128;1199;859
FRAEX38873_v2_000072400;0;0;0;0;0;0
FRAEX38873_v2_000072420;1068;1170;1369;844;885;921
FRAEX38873_v2_000072430;16;0;20;34;9;2
FRAEX38873_v2_000072440;7;0;1;0;0;0
FRAEX38873_v2_000072450;5;0;0;0;1;0
FRAEX38873_v2_000072460;104;205;94;189;175;136
FRAEX38873_v2_000072470;255;986;154;450;194;368
FRAEX38873_v2_000072480;1992;1945;2197;1613;1715;1484
FRAEX38873_v2_000072490;94;82;101;56;75;60
FRAEX38873_v2_000072500;0;0;0;16;11;24
FRAEX38873_v2_000072510;0;0;2;12;28;38
FRAEX38873_v2_000072520;804;889;776;736;644;858
FRAEX38873_v2_000072530;1642;1377;1359;705;879;903
FRAEX38873_v2_000072540;0;3;3;4;6;10
FRAEX38873_v2_000072560;6;4;5;12;10;7
FRAEX38873_v2_000072570;126;164;132;177;276;276
FRAEX38873_v2_000072580;0;9;3;102;74;11
FRAEX38873_v2_000072590;0;0;0;7;18;0
FRAEX38873_v2_000072600;1099;1193;476;692;212;517
FRAEX38873_v2_000072610;327;278;487;700;647;680
FRAEX38873_v2_000072620;169;252;178;458;431;1270
FRAEX38873_v2_000072630;363;237;233;326;217;602
FRAEX38873_v2_000072640;594;807;590;930;764;696
FRAEX38873_v2_000072650;6476;7252;7653;6541;6002;4495
